accession,cluster
GCA_022831625.1,16
GCA_022830665.1,16
GCA_022832045.1,16
GCA_022830305.1,16
GCA_022829795.1,16
GCA_022830995.1,16
GCA_022832055.1,16
GCA_022832175.1,16
GCA_022832145.1,16
GCA_022831925.1,16
GCA_022831325.1,16
GCA_022829945.1,16
GCA_022829835.1,16
GCA_022831085.1,16
GCA_022830185.1,16
GCA_022830095.1,16
GCA_022830965.1,16
GCA_022831265.1,16
GCA_022830745.1,16
GCA_022831295.1,16
GCA_022831105.1,16
GCA_022830905.1,16
GCA_022831385.1,16
GCA_022831955.1,16
GCA_022830515.1,16
GCA_022831565.1,16
GCA_022831025.1,16
GCA_022831705.1,16
GCA_022831355.1,16
GCA_022830365.1,16
GCA_022830845.1,16
GCA_022829915.1,16
GCA_022830695.1,16
GCA_022830065.1,16
GCA_022830865.1,16
GCA_022831505.1,16
GCA_022830815.1,16
GCA_022830215.1,16
GCA_022829825.1,16
GCA_022829995.1,16
GCA_022830395.1,16
GCA_022830485.1,16
GCF_022830035.1,16
GCA_022831745.1,16
GCA_022830275.1,16
GCA_022831445.1,16
GCA_022830725.1,16
GCA_022831985.1,16
GCA_022832015.1,16
GCA_022830245.1,16
GCA_022830605.1,16
GCA_022832085.1,16
GCA_022830575.1,16
GCA_022831205.1,16
GCA_022831685.1,16
GCA_022831805.1,16
GCA_022831175.1,16
GCA_022830775.1,16
GCA_022830335.1,16
GCA_022831595.1,16
GCA_022831235.1,16
GCA_022830425.1,16
GCA_022830625.1,16
GCA_022831055.1,16
GCA_022831145.1,16
GCA_022831475.1,16
GCA_022831775.1,16
GCA_022831615.1,16
GCA_027579375.1,27
GCA_022788515.1,10
GCA_003231425.2,10
GCA_022544805.1,10
GCA_003171515.3,10
GCA_008692205.1,10
GCA_022788405.1,10
GCA_022788445.1,10
GCA_022578395.1,10
GCA_022813025.1,10
GCA_022544795.1,10
GCA_003231345.1,10
GCA_022788425.1,10
GCA_003231415.2,10
GCA_022788415.1,10
GCA_022578365.1,10
GCA_003231365.1,10
GCA_003231325.2,10
GCF_003171515.1,10
GCA_022788505.1,10
GCA_038381195.1,9
GCA_038381175.1,9
GCA_020499595.1,8
GCA_020501475.1,8
GCA_020503085.1,8
GCA_020501045.1,8
GCA_020500695.1,8
GCA_020500555.1,8
GCA_002234955.1,8
GCA_001029325.1,8
GCA_040167805.1,8
GCA_020500535.1,8
GCA_020500475.1,8
GCA_020500875.1,8
GCA_020503535.1,8
GCA_020499325.1,8
GCA_020501375.1,8
GCA_040142885.1,8
GCA_020499865.1,8
GCA_040142955.1,8
GCA_012656185.1,8
GCA_020501785.1,8
GCF_000002515.2,1
GCA_033630735.1,20
GCA_033630665.1,20
GCA_035926155.1,20
GCF_000182925.2,25
GCA_947369885.1,1
GCA_949125765.1,1
GCA_000977415.2,1
GCA_019207405.1,5
GCA_019206915.1,5
GCA_019207415.1,5
GCA_019207185.1,5
GCA_019207235.1,5
GCA_019207325.1,5
GCA_019207125.1,5
GCA_019206985.1,5
GCA_019207365.1,5
GCA_019207375.1,5
GCA_019206905.1,5
GCA_019207265.1,5
GCA_019207165.1,5
GCA_019207205.1,5
GCA_019207295.1,5
GCA_019207005.1,5
GCF_008065305.1,12
GCA_004919005.1,-1
GCA_000977955.2,1
GCA_949124475.1,1
GCA_947369795.1,1
GCF_000400465.1,-1
GCA_004918625.1,-1
GCA_004918655.1,-1
GCA_004918415.1,-1
GCA_004918305.1,-1
GCA_004918315.1,-1
GCA_004918745.1,-1
GCA_004918735.1,-1
GCA_004918885.1,-1
GCA_004917845.1,-1
GCA_000775455.1,5
GCA_000784635.1,5
GCA_000739165.1,26
GCA_015500155.1,26
GCA_015529785.1,26
GCA_026319225.1,23
GCA_021432615.1,23
GCA_026319155.1,23
GCA_026319125.1,23
GCA_963924405.1,5
GCA_911197205.1,3
GCA_911197225.1,3
GCA_911174965.1,3
GCA_911197365.1,3
GCA_911197195.1,3
GCA_009498095.1,5
GCA_009498115.1,5
GCA_009498075.1,5
GCA_009498135.1,5
GCA_025169535.1,21
GCA_025169555.1,21
GCA_002920065.1,21
GCA_002920205.1,21
GCA_021901655.1,21
GCF_014898435.1,28
GCF_014898535.1,28
GCA_004917895.1,-1
GCA_004918445.1,-1
GCA_004917815.1,24
GCA_004918275.1,24
GCA_002166775.1,5
GCF_003054445.1,5
GCA_000150085.1,16
GCA_009728655.1,10
GCA_009728675.1,10
GCA_009728665.1,10
GCA_009728635.1,10
GCA_900232045.3,10
GCF_000166005.1,10
GCA_949121915.1,1
GCA_012275245.1,1
GCA_949123975.1,1
GCA_030462665.1,6
GCF_000303195.2,14
GCA_016952305.1,14
GCA_024761455.1,20
GCA_024761275.1,20
GCA_024761585.1,20
GCA_024760895.1,20
GCA_017315405.1,5
GCA_021018955.2,5
GCA_021018935.2,5
GCF_000006335.3,5
GCA_037074405.1,14
GCF_018416015.2,16
GCA_017309895.1,17
GCA_022627115.1,17
GCA_000170995.2,13
GCA_001708085.1,5
GCA_001746955.1,5
GCA_000223565.1,5
GCA_027578615.1,27
GCA_027577495.1,27
GCA_016865315.1,7
GCA_903819195.2,1
GCA_947369975.1,1
GCA_949124155.1,1
GCA_949124885.1,1
GCA_000784515.1,5
GCA_000784595.1,5
GCA_000773845.1,5
GCA_000691765.2,5
GCA_041438225.1,5
GCA_041438215.1,5
GCA_019632265.1,21
GCA_038025125.1,9
GCA_043640705.1,9
GCA_037962995.1,9
GCA_038051255.1,9
GCA_038025055.1,9
GCF_026319165.1,2
GCA_024761615.1,20
GCA_024761635.1,20
GCA_003704575.1,20
GCA_964058965.1,28
GCA_018360525.1,11
GCA_018360345.1,11
GCA_018360375.1,11
GCA_038497555.1,4
GCA_008692325.1,25
GCA_013305595.1,5
GCA_025234805.1,5
GCA_000977505.2,1
GCA_026914185.1,21
GCF_011074885.1,5
GCA_027579585.1,27
GCA_000260155.3,17
GCA_013363075.1,17
GCA_003615095.1,17
GCA_000271745.2,17
GCA_003615085.1,17
GCA_002222475.1,12
GCA_002215835.1,12
GCA_027577415.1,27
GCA_027577135.1,27
GCA_027577195.1,27
GCF_000150675.1,23
GCA_011066485.2,23
GCA_025327155.1,23
GCA_025327145.1,23
GCA_013201755.1,23
GCA_025327125.1,23
GCA_028639655.1,23
GCA_025328345.1,23
GCA_013201795.1,23
GCA_025327165.1,23
GCA_025330015.1,23
GCA_025327135.1,23
GCA_025328985.1,23
GCA_013201765.1,23
GCA_025328335.1,23
GCF_013390185.1,23
GCA_021436965.2,9
GCA_012656285.1,8
GCA_012656325.1,8
GCA_018894095.1,17
GCA_025331925.1,17
GCA_038050555.1,17
GCA_027945305.1,17
GCA_032878545.1,17
GCA_900096695.1,17
GCA_014154955.1,17
GCA_027945265.1,17
GCA_027945315.1,17
GCA_027945275.1,17
GCA_027945255.1,17
GCA_000260175.2,17
GCA_000260215.2,17
GCA_000222805.1,17
GCA_023141195.1,3
GCA_023138355.1,3
GCA_023065595.1,3
GCA_004917225.1,24
GCA_004917755.1,24
GCA_004917525.1,24
GCA_004917145.1,24
GCA_004917435.1,24
GCA_004917305.1,24
GCF_003316985.1,14
GCA_910393935.1,14
GCA_024244315.1,24
GCA_024244305.1,24
GCA_024244585.1,24
GCA_024244275.1,24
GCA_002216725.1,12
GCF_000149245.1,12
GCA_024760975.1,20
GCA_002893045.1,23
GCA_903989565.1,5
GCA_014049495.1,5
GCA_016735825.1,5
GCA_000182765.2,5
GCA_014049455.1,5
GCA_964022765.1,5
GCA_964022785.1,5
GCF_000182765.1,5
GCA_963989715.1,5
GCA_964022805.1,5
GCA_964022775.1,5
GCA_014049585.1,5
GCA_014049445.1,5
GCA_016735785.1,5
GCA_027578975.1,27
GCA_030553445.1,20
GCA_005059855.1,20
GCA_030411845.1,20
GCA_030553415.1,20
GCA_030553185.1,20
GCA_018296345.1,17
GCA_018296265.1,17
GCA_018296245.1,17
GCA_022180345.1,14
GCA_022180325.1,14
GCA_028828735.1,3
GCA_028828745.1,3
GCA_028828795.1,3
GCA_900096545.1,1
GCA_025331885.1,1
GCA_900166875.1,1
GCA_041121425.1,1
GCA_001675295.1,14
GCA_003234015.1,21
GCA_018360465.1,11
GCA_018360575.1,11
GCA_024761915.1,20
GCA_024761375.1,20
GCA_024761335.1,20
GCA_024761115.1,20
GCA_024761015.1,20
GCA_024760885.1,20
GCA_043643955.1,3
GCA_041121665.1,1
GCA_011067015.1,0
GCA_011066745.1,0
GCA_011066735.1,0
GCA_030247855.2,28
GCF_028828025.1,3
GCA_001023065.1,17
GCA_900096635.1,17
GCA_002211485.2,7
GCA_020744355.1,17
GCA_000350365.1,17
GCA_027577295.1,27
GCA_027575445.1,27
GCA_027478935.1,27
GCA_002008025.1,5
GCA_000773745.1,5
GCA_000784655.1,5
GCA_011763895.1,27
GCA_002926085.1,5
GCA_001854445.2,1
GCA_000773755.1,5
GCA_000775465.1,5
GCA_000775505.1,5
GCA_949124725.1,1
GCA_947369865.1,1
GCA_000775525.1,5
GCA_000426965.1,13
GCA_911174945.1,3
GCA_911150065.1,3
GCA_911150075.1,3
GCA_012184645.1,5
GCA_002926055.1,5
GCA_022570775.2,31
GCA_040209145.1,27
GCA_030864445.1,12
GCA_030864415.1,12
GCA_000976605.3,1
GCA_000976665.2,1
GCA_003171545.1,10
GCA_018906675.1,2
GCF_003013715.1,5
GCA_015852395.1,26
GCA_019359935.1,16
GCA_019207555.1,5
GCA_019207615.1,5
GCA_019207515.1,5
GCA_027577335.1,15
GCA_000513815.1,13
GCA_003118255.1,16
GCA_011066985.1,0
GCA_011066925.1,0
GCA_011066885.1,0
GCF_014636115.1,5
GCA_949124965.1,1
GCA_008275145.1,5
GCA_030270505.1,8
GCA_030270545.1,8
GCA_030270465.1,8
GCA_003268335.1,10
GCA_900074885.1,28
GCF_033473495.1,20
GCF_036426115.1,12
GCF_003025095.1,13
GCA_030411825.1,20
